UserID,Personal Loan,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard
502,0,50,26,39,3,1.9,2,0,0,0,1,0
503,0,44,19,70,1,0.1,2,0,0,0,0,0
504,0,31,5,39,4,1.8,3,185,0,0,0,1
505,0,40,10,44,3,2,3,0,0,0,1,0
506,1,36,12,69,3,3.1,2,0,0,0,1,0
507,0,51,25,44,3,0.9,3,0,0,0,0,0
508,0,64,40,32,3,0.1,3,0,0,0,1,0
509,0,47,22,15,2,0.7,3,0,0,0,0,0
510,0,52,28,118,2,6.8,1,112,0,0,1,0
511,0,51,26,62,1,1.3,2,221,0,0,1,0
512,0,31,5,82,4,2.2,2,0,0,0,0,0
513,0,39,14,54,3,3,1,108,0,0,0,1
514,0,30,6,48,1,2.1,3,0,0,0,0,0
515,0,27,1,74,3,0.3,3,0,0,0,1,0
516,0,41,16,113,1,1,3,211,0,0,0,1
517,0,53,27,81,3,1.7,2,0,0,0,0,0
518,0,54,27,43,3,1,2,169,0,0,0,0
519,0,28,4,34,1,1.8,2,0,0,0,1,0
520,0,34,9,48,1,2.5,3,105,0,0,1,0
521,0,61,37,54,4,1.2,2,129,0,0,1,1
522,0,48,24,75,4,1.4,2,0,0,0,1,0
523,0,36,11,72,1,2.8,1,224,0,0,0,0
524,0,56,31,39,4,0.9,1,0,0,0,0,0
525,0,24,-1,75,4,0.2,1,0,0,0,1,0
526,0,64,38,79,2,2.8,1,179,0,0,0,0
527,0,26,2,205,1,6.33,1,271,0,0,0,1
528,0,33,8,65,2,0.1,1,89,0,0,1,0
529,1,64,39,122,4,0.2,1,378,0,0,1,0
530,0,39,15,82,1,0.8,2,0,0,0,1,0
531,0,54,30,21,2,0.2,1,0,0,0,0,1
532,0,32,6,50,4,2.1,3,0,1,1,1,1
533,0,62,37,39,2,2.8,1,113,0,1,1,1
534,0,27,2,101,1,1.9,1,0,0,0,0,0
535,0,53,28,41,2,0.6,3,0,1,0,0,0
536,0,51,25,132,1,0.3,1,0,0,0,1,0
537,0,25,-1,43,3,2.4,2,176,0,0,1,0
538,1,44,20,131,1,4.9,3,0,0,0,1,0
539,0,31,5,11,1,0.4,2,76,0,0,0,1
540,0,57,32,21,1,0.3,3,117,0,0,0,0
541,0,25,-1,109,4,2.3,3,314,0,0,1,0
542,0,30,6,141,2,4.33,1,0,0,0,0,0
543,0,40,14,81,3,0.1,1,0,0,0,1,0
544,0,63,38,54,3,2.4,1,90,0,0,0,1
545,0,35,10,164,2,7.8,1,0,0,0,1,0
546,0,43,19,28,4,0.3,1,87,0,0,0,0
547,0,27,2,68,3,2.6,3,203,1,0,0,0
548,0,44,14,44,3,2,3,180,1,1,1,1
549,0,49,23,61,1,1.4,3,0,0,0,1,1
550,0,61,36,35,3,1.3,2,0,0,0,0,1
551,0,60,34,54,3,0.3,2,0,0,0,1,1
552,0,59,34,14,1,0.1,1,0,0,0,1,1
553,0,28,3,52,4,2.2,1,230,0,0,1,0
554,0,52,28,101,2,0.3,1,0,0,0,0,0
555,0,28,2,149,2,7.2,1,0,0,0,1,0
556,0,34,8,35,4,0.8,1,137,0,1,1,1
557,0,60,34,21,3,0.3,3,129,0,0,1,0
558,0,39,15,118,2,1.9,1,0,0,0,0,1
559,0,30,5,38,4,2,2,0,1,0,0,0
560,0,49,25,24,4,0.2,1,138,0,0,1,0
561,0,43,18,59,1,3.7,3,0,0,0,1,0
562,0,63,33,41,4,1.67,3,0,0,0,1,0
563,0,28,3,85,1,0.8,2,0,0,0,1,1
564,0,51,27,12,4,1,1,0,0,0,1,0
565,0,33,7,32,1,0.6,3,152,0,0,0,0
566,0,55,29,79,3,0.8,1,0,0,0,1,0
567,1,53,28,175,3,3.6,3,0,0,1,1,1
568,0,34,8,28,3,0.9,1,0,0,0,0,0
569,0,34,9,41,2,0.1,1,161,0,0,1,1
570,0,40,14,70,3,2.1,1,185,0,0,0,0
571,1,49,25,161,3,6.5,2,485,1,1,0,0
572,0,35,9,53,4,2.2,2,0,0,0,1,0
573,0,39,15,128,1,3.4,1,0,0,0,0,0
574,0,55,28,50,3,1,2,0,0,0,1,1
575,0,29,5,80,2,2,2,0,0,0,1,1
576,0,54,30,93,1,2.7,2,0,0,0,1,0
577,0,25,-1,48,3,0.3,3,0,0,0,0,1
578,0,52,28,149,2,6.8,1,0,0,0,1,0
579,0,46,19,49,3,2.5,2,0,0,0,1,1
580,0,57,33,88,1,2.7,2,0,0,0,1,0
581,0,52,22,22,4,0.4,3,0,0,0,1,1
582,0,28,3,55,4,2.2,1,0,0,0,1,1
583,0,44,18,72,1,0.7,3,155,0,0,0,0
584,0,24,-1,38,2,1.7,2,0,0,0,1,0
585,0,40,16,114,1,3.4,1,300,0,0,1,0
586,0,34,4,83,4,4,3,0,0,0,1,0
587,0,39,14,101,2,0.4,1,0,0,0,1,1
588,0,50,24,94,1,4.9,1,272,0,0,1,0
589,0,41,17,40,2,2.5,1,0,0,1,1,1
590,0,31,7,128,1,6,1,0,0,0,0,0
591,0,29,3,39,4,2.1,3,0,0,0,1,0
592,0,30,5,51,1,1,1,0,0,0,1,0
593,0,44,20,79,4,2,3,0,1,1,1,1
594,0,33,7,48,4,2.2,2,0,0,0,1,0
595,0,50,26,85,1,0,1,144,0,0,0,0
596,0,42,18,41,1,1.8,1,94,0,0,1,0
597,1,48,22,152,1,3.5,3,0,0,0,1,0
598,0,24,-2,125,2,7.2,1,0,1,0,0,1
599,0,56,31,11,2,0.2,3,90,0,0,0,0
600,0,28,4,103,2,2.5,1,0,0,0,1,1
601,0,56,30,141,2,0.5,1,0,0,0,1,0
602,0,58,32,38,1,1.4,1,0,0,0,1,1
603,0,29,5,135,2,0.6,1,0,0,0,0,0
604,0,63,38,28,2,0.5,2,89,0,0,1,0
605,0,28,3,70,4,2.2,1,240,0,0,0,1
606,0,57,31,41,1,0.2,1,0,0,0,1,1
607,0,34,8,81,3,0.9,2,208,0,0,1,0
608,1,28,3,170,1,0.1,3,0,0,0,0,0
609,0,27,2,55,4,1.7,2,0,0,0,1,0
610,0,37,11,24,4,1.5,3,0,0,0,0,0
611,0,52,28,81,3,1.8,2,275,0,0,0,0
612,0,49,23,32,4,1.8,1,83,0,0,0,0
613,0,65,40,129,1,1.3,1,0,0,0,1,1
614,0,60,35,108,1,0.9,1,0,1,0,0,0
615,0,37,12,180,1,8.6,1,0,0,0,1,1
616,0,63,37,139,2,6.9,1,0,0,0,0,0
617,0,40,14,33,2,1.4,3,0,0,0,1,1
618,0,46,20,74,4,2.6,3,0,0,0,1,0
619,0,63,37,42,2,0.7,3,115,0,0,1,0
620,0,57,27,73,1,3,3,0,0,0,0,0
621,1,33,8,115,4,2.9,2,0,0,0,1,0
622,0,41,17,114,2,1.8,2,0,0,0,1,0
623,0,41,17,92,2,1.9,1,131,0,0,1,0
624,0,44,19,34,1,0.3,3,78,0,0,1,0
625,0,33,6,54,2,1.67,2,122,0,0,1,0
626,0,52,28,64,2,1,3,211,0,0,1,0
627,0,30,6,42,1,0.2,3,100,0,0,0,1
628,0,45,19,70,3,2.1,1,0,0,0,1,0
629,0,49,24,51,1,1.3,2,0,0,0,0,0
630,0,45,19,71,4,2.9,1,218,0,1,1,1
631,0,32,7,35,3,1.3,1,108,0,0,0,1
632,0,45,18,40,3,1,2,0,0,0,1,0
633,1,57,32,165,4,2.7,3,0,0,0,1,0
634,0,61,31,18,1,1.5,3,0,0,0,1,1
635,0,57,31,32,3,1.4,1,0,1,1,1,1
636,0,60,35,35,3,0.2,1,169,0,0,1,0
637,0,40,16,120,2,6.1,1,196,0,0,1,0
638,0,53,28,31,4,0.1,3,0,0,0,1,0
639,0,42,16,35,3,1.5,1,0,0,0,0,0
640,0,62,36,32,2,0.2,3,0,0,0,1,1
641,0,43,18,85,1,3.7,3,327,1,0,1,0
642,0,35,10,139,2,7.8,1,0,0,0,0,0
643,0,50,24,103,1,0.3,1,0,0,0,1,0
644,0,45,21,152,2,1.4,1,0,0,0,1,0
645,0,52,27,33,2,2,2,0,0,0,1,0
646,0,35,9,84,4,2.2,2,322,0,0,0,0
647,0,58,33,61,4,1.7,1,0,0,0,0,0
648,0,62,38,64,4,2.2,1,123,1,1,1,1
649,0,50,25,34,1,1.3,2,0,0,0,1,0
650,0,25,-1,82,4,2.1,3,0,0,0,1,0
651,1,47,22,122,1,5.1,3,163,1,0,0,0
652,0,28,4,58,3,1.5,1,131,0,0,0,0
653,0,34,9,92,1,2.8,1,0,0,0,1,0
654,0,49,23,78,2,2.4,2,205,0,0,0,1
655,1,54,29,129,4,4.2,3,0,0,0,0,0
656,0,50,25,13,2,0.7,3,0,0,0,0,0
657,0,37,11,81,1,2.8,3,145,0,0,0,0
658,0,38,8,23,1,0.67,3,0,0,0,0,0
659,0,52,26,35,3,0.9,3,0,0,0,0,0
660,0,63,39,79,4,1.7,2,0,0,0,1,1
661,0,39,14,165,2,3.3,1,0,0,0,1,0
662,0,63,38,52,2,2.8,1,0,0,0,1,0
663,1,65,41,185,3,2,2,0,0,0,0,0
664,0,46,20,49,3,2.2,2,0,0,0,0,0
665,0,54,30,64,1,1.8,3,227,0,0,0,1
666,0,54,24,61,4,2,3,0,1,0,1,0
667,0,52,26,112,1,2.4,1,0,1,1,1,1
668,0,63,39,72,3,2,3,190,1,0,1,0
669,0,66,41,18,3,0.5,1,0,0,0,0,0
670,0,56,29,41,4,2.5,2,0,0,0,0,0
671,0,23,-1,61,4,2.6,1,239,0,0,1,0
672,1,65,41,105,1,3,2,282,1,1,1,0
673,0,51,27,23,1,0.2,1,0,0,0,1,0
674,0,34,10,22,1,0.5,3,85,0,0,0,0
675,0,49,23,59,3,2.1,1,0,0,0,0,0
676,0,29,2,33,1,2,2,160,0,0,0,0
677,0,47,23,11,1,0.9,3,103,0,0,0,1
678,0,46,21,204,2,2.8,1,0,0,0,1,0
679,0,52,27,61,4,1.8,3,207,0,0,0,0
680,0,55,31,103,3,1.8,2,364,0,0,0,0
681,0,61,36,51,3,1.5,1,0,0,0,0,1
682,1,34,9,164,1,6,3,0,0,0,1,0
683,0,58,34,12,1,0.1,2,0,0,0,0,1
684,0,40,16,82,1,3.6,2,0,0,0,0,0
685,0,43,17,164,1,2.4,1,449,0,0,1,0
686,0,35,8,48,2,1.67,2,0,0,0,1,0
687,0,24,-1,38,4,0.6,2,0,0,0,1,0
688,0,48,22,65,2,1.5,2,0,0,0,1,0
689,0,44,20,71,4,1.9,1,207,0,0,1,0
690,0,54,30,18,1,0.3,1,0,1,1,1,0
691,0,59,34,52,2,1.6,3,75,0,0,1,0
692,0,45,18,48,3,2.5,2,113,0,0,1,1
693,0,26,2,30,1,1,3,111,0,0,0,0
694,0,40,15,40,2,2.2,3,107,0,0,1,0
695,0,32,7,112,1,3.8,1,81,0,0,1,0
696,0,29,4,115,1,1.9,1,0,0,0,0,0
697,0,51,27,63,2,1,3,82,0,0,1,0
698,0,42,17,85,1,3.7,3,0,0,0,1,0
699,0,64,38,59,1,2.5,3,220,0,0,0,0
700,0,44,20,68,1,0.8,3,91,0,0,0,0
701,0,37,11,84,2,1.8,1,0,0,0,1,1
702,0,44,19,62,3,0.8,3,0,0,0,0,1
703,1,35,9,109,3,4,1,0,0,0,0,0
704,0,41,17,141,2,7.6,1,92,0,0,0,0
705,0,56,32,129,1,7.4,1,0,0,0,0,0
706,0,62,36,30,3,0.7,2,0,0,0,1,0
707,0,58,34,148,1,4.7,1,0,0,0,1,0
708,0,47,20,25,3,0.67,2,0,0,0,1,1
709,0,35,10,21,3,1.3,1,115,0,0,0,0
710,0,29,4,72,4,2.2,1,0,0,0,1,0
711,0,43,17,59,3,0.9,3,87,0,0,1,1
712,0,62,37,83,3,1.8,2,187,1,0,0,0
713,0,41,16,10,2,0.3,2,0,0,0,1,0
714,0,34,9,84,3,0.6,2,0,0,0,1,0
715,0,50,23,98,3,2,2,0,0,0,0,0
716,0,47,23,32,1,1,1,0,1,1,1,1
717,0,29,5,31,4,0.4,2,161,0,0,1,1
718,0,59,34,94,3,0.5,1,0,0,0,0,1
719,0,56,31,21,2,0.2,3,137,0,1,1,1
720,0,61,35,110,3,4.4,1,0,1,0,1,0
721,0,58,32,38,1,2.2,3,0,0,0,0,0
722,0,49,24,39,1,1.4,3,0,0,0,1,0
723,1,45,21,132,3,1.2,2,0,0,1,1,1
724,0,50,24,61,4,2.6,1,0,0,0,1,0
725,0,64,38,92,1,2,1,0,0,0,1,0
726,0,39,15,119,2,6.1,1,0,0,0,0,0
727,0,58,33,53,4,2.1,1,0,0,0,1,0
728,0,62,37,18,3,1.3,2,0,0,0,1,0
729,1,45,20,114,2,4.4,2,0,0,0,0,0
730,0,58,28,90,1,3,3,0,0,0,0,1
731,0,43,18,140,1,7,1,205,0,0,1,0
732,0,28,3,90,2,3.3,1,0,0,0,1,1
733,0,26,1,85,1,1.9,1,0,0,0,1,0
734,0,49,24,80,1,1.2,1,0,0,0,1,0
735,0,66,42,53,2,1.1,1,0,0,0,1,1
736,0,33,7,49,4,2.2,2,0,0,0,1,0
737,1,61,35,152,3,3.3,3,0,0,0,1,0
738,1,64,37,138,2,2.8,2,0,0,0,1,0
739,0,36,10,80,4,2.2,2,0,0,0,1,0
740,0,49,23,82,2,2.4,2,0,0,0,0,0
741,0,52,27,195,1,8.1,1,0,0,0,0,0
742,0,61,37,22,1,1.2,3,0,0,0,1,0
743,0,32,6,81,1,2.5,1,0,0,0,1,0
744,0,61,37,40,4,2.2,1,0,1,1,1,1
745,0,45,20,154,2,2.8,1,0,1,0,1,0
746,0,30,4,49,3,1.1,2,0,0,0,0,1
747,0,62,37,85,4,3.4,2,0,0,0,1,0
748,0,57,32,21,3,0.1,2,0,1,1,1,0
749,0,41,17,14,1,1,1,0,0,0,0,0
750,0,58,34,60,4,1.6,2,0,0,0,0,1
751,0,29,5,138,2,4.33,1,0,0,0,1,0
752,0,53,28,98,1,1.3,3,355,0,0,1,0
753,0,64,39,22,4,0.6,2,0,0,0,0,0
754,0,49,23,49,1,1.2,2,0,0,0,1,1
755,0,38,14,102,2,1.9,1,0,0,1,1,1
756,0,56,30,45,4,0.7,2,0,0,0,0,1
757,0,56,31,82,4,1.3,3,0,0,0,1,0
758,0,52,28,81,3,1.8,2,0,1,0,0,0
759,0,64,39,35,1,1.5,2,0,1,0,0,0
760,0,53,28,59,2,1.9,2,0,0,0,1,0
761,0,29,3,52,3,1.1,2,0,0,0,1,0
762,0,48,24,84,3,0.7,1,166,0,0,1,0
763,0,32,6,85,1,2.7,2,100,0,0,1,0
764,0,54,28,65,1,0.2,1,0,0,0,0,1
765,0,37,13,89,2,1.7,2,314,0,0,0,1
766,1,47,21,109,4,1.8,1,0,0,0,0,0
767,0,37,12,81,1,2.8,1,0,0,0,0,0
768,0,64,39,38,1,1.1,3,108,0,0,0,0
769,0,43,19,72,2,1.7,1,0,0,0,1,0
770,0,33,6,78,4,2,2,119,1,0,1,0
771,1,26,2,172,2,6.9,2,0,0,0,1,0
772,0,42,18,71,3,2.33,1,106,1,0,1,0
773,1,54,28,165,1,4.1,3,0,0,1,1,1
774,0,41,16,120,2,3.9,1,0,0,0,1,1
775,0,55,29,39,1,0.2,1,0,0,0,0,1
776,0,65,39,23,3,0.7,2,0,0,0,0,1
777,1,50,26,135,2,4.6,3,91,0,0,1,0
778,0,55,31,12,2,0.2,1,76,0,0,1,1
779,0,62,36,92,2,0.7,2,0,0,0,1,0
780,1,53,28,192,2,6.4,3,0,0,0,0,0
781,0,32,7,42,4,0.8,1,0,0,0,1,1
782,1,56,32,158,3,3.7,3,0,0,0,1,0
783,1,54,30,194,3,6,3,587,1,1,1,1
784,0,44,20,160,2,7.6,1,0,1,0,0,0
785,0,48,22,98,2,6.3,1,0,0,0,0,0
786,0,46,22,164,2,7.6,1,0,0,1,1,1
787,0,45,21,42,2,2.5,1,0,1,0,1,0
788,1,45,15,202,3,10,3,0,0,0,0,0
789,0,58,34,10,4,0.7,1,0,0,0,0,0
790,0,29,3,31,4,0.3,2,0,0,0,1,0
791,0,55,30,58,4,0.9,1,0,0,0,1,1
792,0,55,29,65,4,2.8,2,0,0,0,1,0
793,0,41,16,98,1,4,3,0,0,0,0,1
794,0,24,-2,150,2,2,1,0,0,0,1,0
795,0,54,29,44,2,2.3,3,0,0,0,1,0
796,0,57,32,15,2,0.2,3,0,0,0,0,1
797,0,30,6,82,2,2.5,1,0,0,0,0,0
798,0,42,17,61,3,0.5,3,0,0,0,1,0
799,0,29,2,38,1,2,2,0,0,0,0,0
800,0,29,3,39,4,2.1,3,0,0,0,1,0
801,0,31,7,173,1,6,1,0,0,0,1,0
802,0,47,23,8,4,0.2,1,0,0,0,1,0
803,0,36,12,51,3,2,1,214,0,0,1,0
804,0,52,27,62,4,1.8,3,82,0,0,0,0
805,0,54,28,34,4,0.7,2,0,0,0,1,0
806,1,55,29,132,3,5.9,2,307,0,0,0,0
807,0,53,27,44,4,1.5,3,0,0,0,0,0
808,0,52,27,162,1,8.1,1,0,0,0,1,0
809,0,64,39,64,3,2.2,1,0,0,0,1,0
810,0,54,29,111,1,0.1,3,0,0,0,0,1
811,0,32,6,41,2,2,3,0,0,0,0,0
812,0,63,33,52,4,1.67,3,0,0,0,0,0
813,0,36,10,65,4,2.2,2,0,0,0,0,0
814,1,50,25,130,1,1.1,2,0,0,0,1,0
815,0,33,8,45,2,0.1,1,0,0,0,0,1
816,0,62,38,35,1,1.9,2,118,0,0,0,0
817,0,49,23,65,3,0.7,2,263,0,0,1,1
818,0,41,15,38,2,0.7,1,91,0,0,1,0
819,0,51,27,42,4,1.1,2,0,0,0,1,1
820,0,56,30,45,4,1.5,3,0,0,0,0,0
821,0,51,25,145,1,0.3,1,0,0,0,1,0
822,0,39,13,33,4,1.5,3,0,0,0,0,0
823,0,61,35,60,3,1.4,3,0,0,0,0,0
824,0,35,9,45,1,2,1,0,0,0,1,1
825,0,39,15,72,4,2.4,1,0,1,0,1,0
826,0,37,11,34,3,0.2,2,0,0,0,0,0
827,0,48,21,23,3,0.67,2,0,0,0,1,0
828,0,63,37,45,2,1,3,88,0,0,1,1
829,0,35,9,28,4,1,1,75,0,0,1,0
830,0,55,30,81,4,3.8,2,0,0,0,1,0
831,0,29,5,72,3,0.7,2,81,0,0,0,0
832,0,61,31,49,4,1.67,3,0,0,0,1,0
833,0,36,10,31,4,1.2,2,0,0,0,0,0
834,0,61,35,63,3,2.2,3,0,0,0,0,0
835,1,36,12,150,4,5.4,1,0,1,1,1,0
836,0,58,33,142,2,3.9,1,193,0,0,1,1
837,0,42,17,74,3,3,1,0,0,0,0,1
838,0,30,4,24,1,0.4,2,81,0,0,1,0
839,0,45,20,29,4,1.9,3,0,0,0,0,0
840,0,39,15,79,4,2.4,1,0,0,0,0,0
841,0,27,3,94,2,0.2,1,310,0,0,0,1
842,0,57,33,121,1,4.3,1,0,1,0,0,0
843,0,34,10,54,3,2,1,0,0,0,0,0
844,0,64,39,73,3,2.4,1,0,0,0,1,0
845,0,47,23,71,1,0.8,3,127,0,0,1,0
846,0,44,17,29,3,1,2,0,0,0,1,1
847,0,51,27,93,1,2.7,1,0,0,0,1,0
848,0,40,14,73,1,1.5,3,252,0,0,1,0
849,0,57,32,19,4,0.9,2,0,0,0,1,0
850,0,33,8,58,2,0.1,1,0,1,1,1,1
851,0,46,20,39,1,0.2,1,0,0,0,0,0
852,0,41,16,23,2,1.4,2,0,1,0,1,0
853,0,33,7,29,1,0.6,3,127,0,0,0,1
854,0,27,2,155,1,0.8,1,0,0,0,0,0
855,0,52,28,90,1,2.6,2,0,1,0,1,0
856,0,59,33,113,2,2,1,77,0,0,1,0
857,0,62,38,42,1,1.8,3,0,0,0,0,0
858,0,49,25,30,4,0.2,1,0,0,1,1,1
859,0,45,19,19,3,0.5,2,0,0,0,1,0
860,1,63,37,124,3,5,2,170,0,0,0,0
861,0,57,31,30,2,0.7,2,145,0,0,0,0
862,0,60,30,28,1,1.5,3,124,1,0,1,0
863,0,50,23,15,2,1,2,101,0,0,0,0
864,0,54,30,70,1,1.6,3,265,0,0,0,0
865,0,28,2,10,1,0.1,2,0,0,0,1,0
866,0,60,34,22,3,0.3,3,139,0,0,1,1
867,0,44,20,70,4,1.9,1,0,0,0,1,0
868,0,61,35,61,1,1.6,1,0,0,0,0,0
869,0,40,15,161,2,3.3,1,0,1,0,0,1
870,0,54,30,29,2,0.8,1,0,0,0,0,1
871,0,43,19,35,3,0.5,1,0,0,0,1,0
872,0,54,28,48,4,2.8,2,0,0,0,1,0
873,0,32,7,44,4,0.8,1,0,0,0,1,0
874,0,24,0,88,3,0.8,1,134,0,0,0,0
875,0,30,4,40,4,2.1,3,0,0,0,1,1
876,0,61,36,21,4,0.4,2,123,0,0,0,0
877,0,40,14,58,2,2.8,1,0,0,0,1,0
878,0,35,11,59,4,0.1,2,0,0,0,0,0
879,0,33,3,74,4,4,3,0,0,0,0,0
880,0,63,37,84,4,1.9,2,0,0,0,1,0
881,0,57,31,58,1,0.2,1,177,0,0,1,0
882,0,44,19,154,2,8.8,1,0,0,0,1,0
883,0,51,25,185,1,1.7,1,0,0,0,0,0
884,0,51,26,78,1,1.2,1,305,0,0,1,0
885,0,38,13,55,2,1.1,2,0,0,0,1,0
886,0,31,5,30,4,0.3,2,0,0,0,1,0
887,0,54,29,74,3,2,2,0,0,0,0,0
888,0,41,16,118,2,3.3,1,0,0,0,1,0
889,1,57,33,182,2,3.3,3,372,0,0,0,0
890,0,24,-2,82,2,1.6,3,0,0,0,1,1
891,0,55,29,29,4,1.5,3,79,0,0,1,0
892,1,32,6,120,4,5.4,1,301,0,1,1,1
893,0,38,12,53,2,2.4,2,0,0,0,1,0
894,0,58,32,43,3,1.4,1,0,0,0,0,1
895,0,29,4,59,4,2.2,1,232,0,0,1,1
896,0,43,17,84,4,2.6,3,289,1,1,1,1
897,1,50,24,161,3,3.4,1,212,0,0,1,0
898,0,62,37,21,4,0.4,2,137,0,0,1,1
899,0,57,32,63,4,0.7,1,0,0,0,1,0
900,1,30,3,172,3,3.4,2,0,0,0,0,1
901,0,30,4,51,4,0.2,1,172,0,0,0,1
902,0,57,33,24,4,0.7,1,0,0,0,1,0
903,0,57,33,95,2,1.6,1,0,0,0,0,0
904,0,43,18,59,1,2.4,1,250,0,0,1,0
905,0,28,2,51,4,1.8,2,0,1,0,0,0
906,0,46,22,28,1,1,1,84,0,0,1,1
907,0,29,3,154,2,2,1,130,0,0,0,0
908,0,64,40,15,2,0.3,3,115,0,0,1,1
909,0,66,36,55,4,1.67,3,0,0,0,0,1
910,0,23,-1,149,1,6.33,1,305,0,0,0,1
911,0,60,36,79,1,1.8,3,0,0,0,0,1
912,0,47,21,68,4,2.6,3,0,0,0,0,0
913,0,35,10,78,1,2.6,2,0,0,0,1,0
914,0,57,32,34,2,2,2,0,1,0,0,0
915,1,65,41,195,3,0.4,1,0,1,1,0,1
916,0,53,28,184,1,8.1,1,303,0,0,1,0
917,0,44,20,85,2,3.2,1,0,0,0,1,0
918,0,45,20,200,2,8.8,1,0,0,0,1,1
919,0,41,16,64,3,0.5,3,0,0,0,0,0
920,0,51,27,88,1,2.6,2,0,1,0,0,1
921,0,27,1,42,3,2.4,2,0,0,0,0,0
922,0,31,5,91,3,1.6,1,126,0,0,1,1
923,0,32,6,38,1,0.3,1,0,1,1,1,0
924,0,55,30,28,1,1.5,2,0,0,0,0,0
925,0,55,30,32,4,0.1,3,0,1,0,0,0
926,0,42,18,31,1,0.3,3,0,0,0,0,1
927,0,33,9,22,4,0.4,2,103,0,0,1,0
928,1,65,40,95,3,3.7,2,138,0,0,0,1
929,0,35,10,74,4,1.3,1,0,0,0,1,0
930,0,55,30,22,1,1.5,2,91,0,0,0,1
931,0,28,4,43,3,0.1,2,0,0,0,1,0
932,0,27,3,43,1,1,3,0,0,0,1,0
933,0,51,27,112,3,1.8,2,0,1,1,1,1
934,0,50,23,9,2,1,2,0,0,0,1,0
935,0,58,33,81,2,0,3,0,0,0,1,0
936,0,46,20,131,1,5.7,1,256,0,0,0,1
937,0,62,32,19,1,1.5,3,0,1,0,0,0
938,0,38,13,62,3,0.7,2,0,1,0,1,0
939,0,62,37,19,4,0.4,2,124,1,0,0,0
940,0,56,32,8,2,0.3,1,0,0,0,1,1
941,1,61,36,193,1,4.7,3,203,0,0,1,0
942,1,38,13,129,4,4.4,1,140,0,0,0,0
943,0,55,29,30,4,0.7,2,0,0,0,0,1
944,0,30,4,80,4,1.8,2,0,0,0,0,0
945,0,41,15,22,4,1.5,3,0,0,0,0,1
946,0,57,32,33,1,1.5,2,0,0,0,1,0
947,0,36,11,64,4,2.1,3,0,0,0,0,0
948,0,55,29,60,3,2.2,3,84,0,0,1,0
949,0,30,4,81,1,2.9,3,259,0,0,1,1
950,0,40,16,45,3,0.6,2,204,0,0,1,0
951,0,32,6,112,4,1.8,2,0,0,0,1,0
952,1,59,34,83,2,3.4,3,0,0,0,1,0
953,0,44,20,180,2,7.6,1,524,0,0,0,1
954,0,51,26,28,4,0.2,2,0,1,0,1,0
955,1,37,12,169,2,5.2,3,249,0,0,1,0
956,0,59,35,14,4,0.7,1,0,0,0,1,0
957,0,37,11,43,1,2,1,0,0,0,1,0
958,0,56,32,88,2,0.3,1,0,0,0,1,0
959,0,55,29,78,4,2.6,3,0,0,0,0,1
960,0,49,24,68,1,0.2,2,163,0,0,0,0
961,0,46,22,144,2,3.3,1,0,0,0,1,1
962,0,35,9,30,4,1,1,163,0,0,1,0
963,0,47,21,120,1,0,1,135,0,0,0,0
964,0,39,14,24,2,0.3,2,0,0,0,0,0
965,0,27,1,78,4,2.3,3,157,1,0,1,0
966,1,62,36,135,2,5.2,2,0,0,0,1,0
967,0,57,32,44,2,1.6,3,0,0,0,0,0
968,0,55,30,73,4,3.8,2,0,0,0,1,0
969,0,55,31,90,1,2.7,2,0,0,0,1,1
970,0,41,15,58,3,0.5,3,0,0,0,1,0
971,0,57,32,75,2,3.7,1,236,0,0,1,0
972,1,43,19,174,3,1.7,3,231,0,1,1,1
973,0,40,16,50,2,1.7,1,174,0,0,0,0
974,0,43,18,85,1,4,3,287,0,0,1,0
975,0,63,38,54,3,2.2,1,0,0,0,1,0
976,1,63,38,83,2,3.4,1,0,0,0,0,0
977,0,54,30,24,4,0.2,1,0,1,0,0,0
978,0,54,30,45,4,1.1,2,205,0,0,1,0
979,0,52,26,68,1,0.8,3,0,0,0,1,1
980,0,50,26,48,4,0.1,3,0,0,0,0,1
981,0,38,13,114,1,1,3,0,0,0,1,1
982,1,36,12,142,3,2.3,2,0,0,1,1,1
983,0,58,33,52,3,0.5,2,0,0,0,0,1
984,0,46,22,142,2,3.3,1,0,0,0,0,0
985,0,50,25,15,1,0.4,3,0,0,0,0,0
986,0,46,22,118,1,4.7,1,159,0,0,0,1
987,0,53,27,101,4,4.9,1,0,0,0,1,0
988,0,62,36,84,2,2.8,1,0,0,0,1,0
989,0,63,39,32,1,1.9,2,100,0,0,0,0
990,0,42,16,64,3,0.5,3,247,0,0,0,0
991,0,34,10,81,4,3.4,1,0,0,0,1,0
992,0,40,14,28,4,1.5,3,0,0,0,0,1
993,0,34,9,93,1,0,1,0,0,0,1,0
994,1,41,15,185,1,3.6,2,0,0,0,0,0
995,0,32,8,42,1,1.8,2,0,0,0,0,0
996,0,28,3,45,2,1.6,3,0,0,0,1,1
997,0,33,6,49,2,1.67,2,214,0,0,0,0
998,0,46,20,69,3,2.1,1,0,0,0,0,0
999,0,52,27,94,1,2.8,2,333,0,0,1,0
1000,0,60,35,18,1,1.5,2,0,0,0,1,1
1001,0,59,35,8,4,0.7,1,91,1,0,0,0
1002,0,57,32,55,4,2.1,1,108,0,0,1,0
