EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
642,Medium,Excellent,Low,High,Best,No,49,Travel_Rarely,Sales,14,Master,Life Sciences,Male,2,Research Scientist,Married,62300,2,Y,14,0,23,2,1,0,0
643,High,Excellent,High,Medium,Good,No,36,Travel_Frequently,Sales,5,College,Marketing,Female,1,Laboratory Technician,Married,47170,1,Y,19,1,12,3,11,0,7
644,Very High,Excellent,Very High,Medium,Good,No,48,Travel_Rarely,Research & Development,1,Master,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,Y,13,1,7,2,1,0,0
645,High,Excellent,Low,High,Better,No,27,Travel_Rarely,Research & Development,6,Master,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,0,5,2,5,0,3
646,High,Excellent,High,Very High,Better,No,29,Travel_Rarely,Sales,17,Master,Medical,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,1,6,3,6,1,0
647,High,Excellent,Very High,Very High,Best,No,48,Travel_Rarely,Sales,1,Below College,Marketing,Male,2,Manufacturing Director,Single,74060,6,Y,14,2,25,2,1,0,0
648,High,Excellent,Very High,Very High,Good,No,29,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,,Y,16,1,9,2,7,1,7
649,High,Excellent,High,High,Good,No,34,Travel_Rarely,Sales,9,Master,Medical,Female,2,Laboratory Technician,Married,27410,0,Y,15,1,2,3,1,0,0
650,High,Excellent,Medium,Medium,Better,No,44,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,Y,18,0,26,2,22,3,10
651,Very High,Excellent,Very High,High,Better,No,33,Travel_Rarely,Research & Development,8,College,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,Y,13,1,10,2,9,0,8
652,High,Outstanding,Medium,Very High,Better,No,19,Travel_Rarely,Sales,2,Master,Marketing,Male,3,Laboratory Technician,Single,115570,1,Y,22,0,1,0,1,0,1
653,High,Excellent,Very High,High,Better,No,23,Travel_Rarely,Sales,2,Bachelor,Medical,Male,3,Laboratory Technician,Married,18780,1,Y,13,1,1,2,1,0,1
654,High,Excellent,High,Very High,Better,Yes,25,Travel_Frequently,Research & Development,1,Below College,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,Y,11,1,1,3,1,1,0
655,High,Excellent,High,Very High,Good,No,26,Travel_Rarely,Human Resources,9,Bachelor,Life Sciences,Male,2,Research Scientist,Single,68110,1,Y,11,1,8,4,8,2,2
656,High,Excellent,Low,Medium,Better,Yes,45,Travel_Rarely,Human Resources,12,Bachelor,Human Resources,Male,2,Laboratory Technician,Single,43060,2,Y,11,2,26,3,24,1,11
657,Very High,Outstanding,Very High,Medium,Better,No,55,Non-Travel,Research & Development,27,Bachelor,Life Sciences,Female,2,Manager,Divorced,48590,1,Y,24,1,34,3,33,15,0
658,High,Excellent,Low,High,Bad,Yes,21,Travel_Frequently,Research & Development,20,College,Medical,Female,4,Research Scientist,Single,53370,1,Y,14,1,2,2,2,2,2
659,Low,Excellent,Very High,Medium,Better,No,46,Travel_Rarely,Research & Development,1,Master,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,Y,13,1,26,2,11,0,8
660,Medium,Excellent,High,Low,Better,No,34,Travel_Rarely,Sales,13,Master,Medical,Male,3,Sales Representative,Single,74910,0,Y,14,1,4,3,3,0,2
661,High,Excellent,Very High,Medium,Good,No,51,Travel_Frequently,Research & Development,14,Bachelor,Life Sciences,Male,2,Research Director,Divorced,105270,4,Y,14,0,31,3,29,11,10
662,High,Outstanding,Very High,Very High,Good,No,59,Travel_Rarely,Research & Development,4,College,Life Sciences,Male,2,Research Scientist,Single,165950,6,Y,21,1,25,2,9,5,4
663,High,Excellent,High,Medium,Best,No,34,Travel_Frequently,Sales,14,Master,Medical,Female,3,Research Scientist,Divorced,88340,4,Y,13,1,15,1,11,5,10
664,High,Excellent,Very High,High,Good,No,28,Travel_Frequently,Research & Development,2,Bachelor,Other,Female,1,Manager,Single,55770,0,Y,19,0,5,3,4,0,2
665,Low,Excellent,High,Low,Good,No,44,Travel_Rarely,Research & Development,3,Master,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,Y,17,0,26,4,25,14,13
666,High,Excellent,High,Medium,Best,No,34,Travel_Frequently,Sales,1,Bachelor,Life Sciences,Male,2,Sales Executive,Married,24000,4,Y,18,1,14,3,10,1,8
667,High,Excellent,High,High,Better,No,35,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,Y,19,0,4,2,3,2,2
668,High,Excellent,Medium,Medium,Better,No,42,Travel_Rarely,Research & Development,23,Master,Life Sciences,Female,1,Manager,Married,64470,6,Y,13,0,18,3,1,0,0
669,Very High,Excellent,Very High,Very High,Best,No,43,Travel_Rarely,Research & Development,7,College,Medical,Female,1,Laboratory Technician,Single,195020,3,Y,18,2,23,3,21,15,17
670,Medium,Outstanding,High,Medium,Better,No,36,Travel_Rarely,Research & Development,2,Master,Medical,Male,1,Healthcare Representative,Single,27250,9,Y,21,1,18,4,16,5,12
671,High,Excellent,Low,Very High,Better,Yes,44,Travel_Rarely,Research & Development,21,Master,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,Y,19,1,10,3,10,0,5
672,High,Excellent,Very High,Very High,Better,No,28,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Female,2,Sales Representative,Married,21270,1,Y,14,0,2,3,2,2,2
673,High,Excellent,Medium,High,Good,No,51,Travel_Frequently,Sales,21,Master,Medical,Male,2,Research Scientist,Single,182000,0,Y,17,0,8,3,7,7,7
674,High,Excellent,High,High,Better,No,30,Non-Travel,Research & Development,2,Master,Other,Male,1,Research Scientist,Single,20960,7,Y,11,3,10,2,8,1,7
675,High,Excellent,Medium,High,Better,Yes,29,Travel_Rarely,Research & Development,29,Master,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,Y,13,0,10,4,7,7,7
676,High,Excellent,Very High,Low,Good,No,28,Travel_Rarely,Sales,1,Master,Life Sciences,Female,2,Sales Representative,Single,20330,2,Y,15,1,5,5,3,1,2
677,High,Outstanding,Very High,Medium,Good,No,25,Travel_Rarely,Research & Development,18,College,Life Sciences,Male,1,Research Scientist,Single,36220,1,Y,25,0,2,0,2,2,1
678,High,Excellent,High,Very High,Best,No,32,Travel_Rarely,Research & Development,10,Master,Other,Female,1,Sales Executive,Married,42330,1,Y,11,0,10,5,10,0,8
679,High,Excellent,,Medium,Better,No,45,Travel_Frequently,Research & Development,19,Bachelor,Medical,Male,3,Laboratory Technician,Single,36810,3,Y,17,1,22,2,0,0,0
680,High,Excellent,High,Medium,Better,No,39,Travel_Rarely,Sales,29,Below College,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,2,21,3,19,15,2
681,Low,Excellent,Low,High,Better,No,58,Travel_Rarely,Research & Development,27,Bachelor,Other,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,1,2,1,2,2,2
682,High,Excellent,Very High,High,Better,Yes,32,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,Female,1,Sales Executive,Married,96020,1,Y,13,1,10,3,10,1,1
683,Medium,Outstanding,High,Low,Better,Yes,39,Travel_Rarely,Research & Development,18,College,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,Y,20,0,6,3,5,0,3
684,Very High,Excellent,Low,Very High,Better,No,30,Travel_Rarely,Sales,9,Below College,Marketing,Male,4,Research Director,Married,40890,0,Y,18,0,10,2,9,6,7
685,Medium,Excellent,Very High,High,Better,No,36,Travel_Rarely,Sales,1,Bachelor,Marketing,Male,2,Sales Executive,Married,166270,3,Y,12,0,10,5,7,1,7
686,Medium,Excellent,Very High,Low,Best,No,46,Travel_Rarely,Sales,4,Bachelor,Medical,Male,1,Research Scientist,Single,26190,6,Y,12,1,10,3,7,5,7
687,Medium,Excellent,High,Very High,Better,No,28,Non-Travel,Research & Development,1,Bachelor,Medical,Male,5,Sales Executive,Married,56790,0,Y,13,0,10,2,9,7,5
688,Medium,Outstanding,Very High,Low,Better,No,50,Travel_Rarely,Research & Development,20,College,Medical,Female,5,Laboratory Technician,Married,154020,4,Y,21,0,25,3,3,1,2
689,Medium,Excellent,Very High,Medium,Better,Yes,40,Travel_Rarely,Sales,8,Below College,Other,Male,1,Laboratory Technician,Single,59850,2,Y,13,3,9,1,5,1,0
690,High,Excellent,Medium,Medium,Good,Yes,52,Travel_Rarely,Research & Development,3,College,Technical Degree,Male,3,Laboratory Technician,Single,25790,9,Y,19,1,10,1,8,7,7
691,Medium,Excellent,Medium,Low,Better,No,30,Travel_Rarely,Research & Development,6,Master,Medical,Female,1,Sales Executive,Married,30410,1,Y,11,1,9,2,9,0,8
692,High,Excellent,Low,High,Better,No,39,Travel_Rarely,Research & Development,26,Below College,Medical,Male,2,Healthcare Representative,Single,34470,0,Y,14,0,9,5,8,1,7
693,Medium,Excellent,Very High,High,Good,No,31,Non-Travel,Research & Development,1,College,Medical,Male,1,Sales Executive,Divorced,195130,1,Y,12,1,10,1,10,9,6
694,High,Excellent,High,Medium,Better,No,41,Non-Travel,Sales,6,Bachelor,Life Sciences,Female,1,Research Director,Single,27730,1,Y,11,0,19,3,19,11,9
695,High,Excellent,Very High,Medium,Best,Yes,31,Travel_Frequently,Research & Development,3,Below College,Life Sciences,Male,1,Sales Executive,Single,71040,1,Y,14,1,3,3,3,2,2
696,High,Excellent,Low,Low,Best,Yes,44,Travel_Rarely,Sales,5,Bachelor,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,Y,11,1,10,2,3,1,2
697,Medium,Excellent,High,High,Good,No,42,Non-Travel,Research & Development,4,Bachelor,Life Sciences,Male,2,Laboratory Technician,Married,20830,0,Y,12,2,21,3,20,2,10
698,High,Excellent,Very High,High,Better,No,55,Travel_Rarely,Sales,11,Bachelor,Technical Degree,Male,2,Manufacturing Director,Married,83810,4,Y,15,1,23,3,19,9,11
699,High,Excellent,Very High,Medium,Better,No,56,Travel_Rarely,Sales,3,College,Medical,Female,3,Manufacturing Director,Single,26910,6,Y,16,1,36,6,7,7,7
700,High,Excellent,High,High,Better,No,40,Non-Travel,Research & Development,1,Below College,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,0,6,6,4,0,0
701,High,Outstanding,Very High,Very High,Good,No,34,Travel_Rarely,Research & Development,3,College,Technical Degree,Male,2,Research Director,Divorced,26590,0,Y,24,3,10,2,9,1,6
702,Medium,Excellent,High,Very High,Better,No,40,Travel_Rarely,Sales,4,Bachelor,Medical,Male,2,Sales Executive,Single,94340,1,Y,13,1,9,3,9,8,8
703,Medium,Excellent,High,Low,Better,No,41,Travel_Frequently,Sales,1,Master,Other,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,0,10,2,9,1,7
704,Medium,Excellent,High,High,Better,No,35,Travel_Frequently,Sales,1,College,Technical Degree,Male,2,Manager,Single,66460,1,Y,13,1,9,2,9,1,1
705,High,Excellent,High,Medium,Better,No,51,Travel_Rarely,Sales,18,College,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,1,33,2,33,0,10
706,Medium,Excellent,Medium,Low,Better,No,38,Travel_Rarely,Sales,2,Master,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,Y,18,0,11,5,7,1,7
707,Very High,Excellent,High,Low,Best,No,34,Travel_Rarely,Sales,4,Bachelor,Life Sciences,Male,2,Research Scientist,Single,88470,1,Y,16,0,10,3,10,9,6
708,High,Excellent,Very High,Very High,Good,No,25,Travel_Rarely,Research & Development,6,College,Medical,Female,4,Research Scientist,Married,20450,3,Y,19,0,7,3,3,1,2
709,Very High,Excellent,High,Low,Good,Yes,58,Travel_Rarely,Sales,1,Master,Technical Degree,Male,2,Sales Executive,Married,10090,7,Y,13,2,31,3,10,5,9
710,Low,Outstanding,Medium,Medium,Better,No,40,Travel_Rarely,Research & Development,14,Master,Medical,Female,1,Research Scientist,Married,33480,3,Y,22,0,7,2,4,0,3
711,High,Excellent,Low,Low,Good,No,36,Travel_Frequently,Sales,16,College,Life Sciences,Male,1,Research Scientist,Married,12810,2,Y,11,0,17,2,15,6,13
712,Medium,Outstanding,Very High,Very High,Better,No,48,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Male,2,Research Scientist,Single,28190,1,Y,20,0,11,2,10,0,8
713,High,Excellent,High,Very High,Better,No,27,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,Y,18,0,5,2,1,0,0
714,High,Excellent,Very High,Medium,Good,No,51,Travel_Rarely,Research & Development,4,Below College,Medical,Female,3,Manufacturing Director,Single,40280,3,Y,14,0,29,3,5,0,3
715,High,Outstanding,Very High,Very High,Best,No,18,Non-Travel,Research & Development,1,Master,Medical,Male,2,Sales Executive,Single,27200,1,Y,22,1,0,2,0,0,0
716,Medium,Excellent,Very High,Very High,Better,No,35,Travel_Rarely,Research & Development,1,Master,Other,Female,2,Research Director,Married,81200,0,Y,13,0,10,2,9,0,0
717,Very High,Excellent,Very High,Very High,Better,No,27,Travel_Frequently,Research & Development,26,Master,Medical,Female,1,Research Director,Single,46470,3,Y,17,0,8,3,6,0,0
718,Very High,Excellent,Low,High,Good,Yes,55,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,Male,1,Human Resources,Single,46800,6,Y,14,3,24,0,19,3,8
719,High,Excellent,Very High,Medium,Better,No,56,Travel_Rarely,Research & Development,24,Master,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,Y,15,2,33,2,19,15,9
720,High,Excellent,Low,High,Better,No,34,Non-Travel,Sales,1,College,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,Y,17,1,5,1,5,0,0
721,Medium,Excellent,Medium,High,Better,No,40,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,Y,11,1,15,3,12,11,8
722,Very High,Excellent,Medium,High,Better,No,34,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Male,1,Research Scientist,Married,45530,4,Y,18,1,10,2,8,7,7
723,Low,Excellent,High,Very High,Best,Yes,31,Travel_Frequently,Research & Development,2,College,Medical,Female,2,Manufacturing Director,Single,53960,7,Y,17,1,3,2,1,0,0
724,High,Excellent,Very High,High,Good,Yes,35,Travel_Frequently,Research & Development,1,College,Medical,Male,1,Manufacturing Director,Married,67960,0,Y,13,0,5,2,4,3,2
725,Medium,Excellent,Very High,High,Better,No,38,Travel_Frequently,Research & Development,7,Bachelor,Medical,Female,2,Sales Representative,Divorced,76250,1,Y,15,0,4,2,4,0,3
726,High,Outstanding,High,Very High,Best,No,34,Travel_Rarely,Research & Development,10,Master,Other,Female,2,Laboratory Technician,Single,74120,1,Y,24,0,14,4,14,4,11
727,High,Excellent,High,Low,Better,No,28,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,Y,12,0,5,2,5,0,4
728,Medium,Excellent,Very High,High,Good,Yes,31,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,2,Sales Executive,Married,49600,1,Y,15,0,10,3,10,6,7
729,High,Excellent,Low,Very High,Best,No,39,Travel_Rarely,Research & Development,17,Master,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,Y,11,1,8,3,5,1,4
730,Medium,Excellent,Medium,Medium,Better,No,51,Travel_Frequently,Research & Development,20,Bachelor,Medical,Male,2,Sales Executive,Married,148140,2,Y,11,1,14,2,4,3,2
731,High,Excellent,Very High,Very High,Good,No,41,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,Y,12,1,12,2,6,3,3
732,Very High,Excellent,High,High,Better,No,37,Travel_Rarely,Research & Development,2,College,Medical,Female,1,Healthcare Representative,Married,54050,7,Y,15,0,8,3,6,1,3
733,High,Excellent,Medium,Very High,Best,No,33,Travel_Frequently,Research & Development,2,Bachelor,Medical,Female,1,Sales Executive,Married,87930,6,Y,17,0,8,2,5,1,2
734,High,Excellent,High,Medium,Good,No,32,Travel_Rarely,Research & Development,1,Master,Medical,Male,5,Research Director,Married,191890,0,Y,12,1,4,3,3,1,2
735,High,Excellent,High,High,Better,No,39,Non-Travel,Research & Development,29,College,Life Sciences,Male,2,Sales Executive,Married,38750,3,Y,15,0,13,3,6,0,5
736,Medium,Excellent,Low,High,,No,25,Travel_Rarely,Research & Development,7,Master,Life Sciences,Male,1,Sales Executive,Married,22160,2,Y,13,3,6,2,3,1,2
737,High,Excellent,Very High,High,Good,No,52,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,2,Sales Executive,Married,117130,2,Y,14,0,24,2,5,0,2
738,High,Excellent,Low,High,Bad,No,43,Travel_Rarely,Research & Development,2,College,Medical,Male,1,Laboratory Technician,Single,78610,1,Y,14,2,20,1,20,1,8
739,High,Excellent,Very High,Very High,Better,No,27,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,1,Human Resources,Married,37080,1,Y,16,2,6,2,6,4,4
740,Very High,Excellent,Very High,High,Better,Yes,27,Travel_Rarely,Research & Development,2,Doctor,Life Sciences,Female,1,Research Scientist,Single,137700,1,Y,18,1,8,3,8,7,7
741,High,Outstanding,Low,Very High,Better,No,26,Travel_Rarely,Research & Development,2,College,Other,Male,3,Laboratory Technician,Single,53040,0,Y,20,1,5,2,4,1,1
742,High,Excellent,High,Low,Better,No,42,Travel_Rarely,Sales,23,Bachelor,Marketing,Female,3,Research Scientist,Married,26420,0,Y,13,1,21,3,20,0,9
743,High,Excellent,High,Low,Bad,No,52,Travel_Rarely,Research & Development,5,College,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,Y,18,1,12,6,5,0,4
744,High,Excellent,Low,High,Better,No,37,Travel_Rarely,Research & Development,20,Doctor,Life Sciences,Male,2,Manager,Single,68040,4,Y,13,1,8,1,3,0,2
745,High,Excellent,High,Very High,Better,No,35,Travel_Frequently,Research & Development,6,Master,Medical,Female,2,Research Director,Single,61420,2,Y,15,1,10,2,2,2,2
746,Low,Excellent,Low,Very High,Good,No,25,Travel_Rarely,Research & Development,1,Master,Medical,Male,2,Sales Executive,Married,25000,4,Y,14,2,7,2,3,0,2
747,Medium,Outstanding,High,Low,Better,No,26,Travel_Rarely,Research & Development,29,Master,Life Sciences,Male,1,Research Scientist,Single,63890,0,Y,22,0,8,2,7,0,7
748,Medium,Excellent,Medium,Low,Good,No,29,Travel_Rarely,Sales,9,Bachelor,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,Y,12,0,10,5,10,0,9
749,High,Excellent,Low,Low,Better,Yes,49,Travel_Frequently,Sales,6,Doctor,Medical,Female,2,Healthcare Representative,Single,23420,3,Y,18,0,20,2,4,1,3
750,High,Excellent,High,Very High,Better,Yes,29,Travel_Frequently,Sales,3,College,Marketing,Female,2,Laboratory Technician,Single,68110,0,Y,15,1,9,2,8,7,7
751,Medium,Excellent,Very High,Very High,Good,No,54,Travel_Rarely,Sales,1,Bachelor,Medical,Female,2,Manager,Single,22970,6,Y,18,2,29,2,20,12,7
752,High,Excellent,Very High,Low,Better,No,58,Travel_Rarely,Sales,22,Bachelor,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,Y,12,1,32,2,9,1,5
753,High,Excellent,Medium,Very High,Best,No,55,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,Y,16,1,31,3,7,0,0
754,High,Excellent,Low,Medium,Better,No,36,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,2,Sales Executive,Single,53090,3,Y,13,0,15,5,5,0,1
755,High,Excellent,Medium,High,Better,Yes,31,Travel_Frequently,Sales,4,Bachelor,Life Sciences,Male,2,Manager,Single,30570,1,Y,19,0,1,3,1,0,0
756,High,Excellent,Very High,Low,Better,No,30,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,Y,13,0,8,4,3,0,2
757,High,Excellent,Low,Medium,Best,No,31,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,1,Laboratory Technician,Single,168560,3,Y,12,1,9,3,3,1,0
758,Very High,Excellent,Very High,Low,Better,No,34,Travel_Frequently,Sales,2,Below College,Marketing,Female,5,Manager,Divorced,26860,5,Y,11,0,10,3,4,1,3
759,Low,Excellent,Low,Medium,Best,Yes,31,Travel_Rarely,Sales,20,Bachelor,Technical Degree,Male,1,Research Scientist,Single,61800,1,Y,14,1,1,2,1,0,0
760,High,Excellent,Medium,Low,Best,No,27,Travel_Rarely,Human Resources,11,Master,Medical,Male,4,Sales Executive,Married,66320,0,Y,16,0,6,3,5,1,4
761,Medium,Excellent,Low,Very High,Good,No,36,Travel_Rarely,Sales,1,Bachelor,Marketing,Male,2,Research Scientist,Single,35050,1,Y,12,2,10,2,10,1,8
762,High,Excellent,High,Low,Good,No,36,Travel_Rarely,Research & Development,24,Bachelor,Other,Female,3,Research Director,Married,63970,4,Y,14,1,11,3,3,0,2
763,High,Excellent,Low,Very High,Good,No,47,Travel_Rarely,Research & Development,23,Master,Life Sciences,Female,2,Sales Executive,Married,62740,7,Y,14,2,17,0,6,1,2
764,Medium,Excellent,Low,Low,Better,Yes,25,Travel_Rarely,Sales,16,Master,Life Sciences,Male,2,Research Scientist,Married,198590,3,Y,19,0,6,3,3,2,2
765,High,Outstanding,High,High,Bad,No,37,Non-Travel,Sales,8,Master,Medical,Male,1,Healthcare Representative,Single,75870,0,Y,22,1,7,5,6,1,3
766,High,Excellent,Low,Low,Best,No,56,Travel_Rarely,Research & Development,10,Master,Other,Male,2,Sales Representative,Married,42580,2,Y,16,0,5,2,3,1,0
767,High,Excellent,Low,High,Best,No,47,Travel_Rarely,Research & Development,3,College,Medical,Male,2,Laboratory Technician,Married,43640,3,Y,11,1,26,3,20,5,6
768,High,Excellent,Very High,High,Better,No,24,Travel_Rarely,Research & Development,5,Below College,Other,Male,1,Manufacturing Director,Married,43350,1,Y,15,1,5,5,5,0,3
769,High,Excellent,Very High,Very High,Good,No,32,Travel_Rarely,Sales,4,Bachelor,Marketing,Male,1,Research Scientist,Married,53260,4,Y,14,1,7,2,4,0,3
770,High,Excellent,Very High,Medium,Good,No,34,Travel_Rarely,Research & Development,9,College,Medical,Male,1,Sales Executive,Married,32800,5,Y,13,0,7,3,5,0,2
771,High,Excellent,Medium,High,Good,No,41,Travel_Rarely,Research & Development,26,Bachelor,Medical,Female,3,Sales Executive,Married,54850,2,Y,17,2,7,2,4,0,3
772,Medium,Excellent,High,High,Best,No,40,Non-Travel,Sales,3,College,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,Y,11,1,11,6,8,0,7
773,High,Excellent,Low,Very High,Better,No,31,Travel_Rarely,Research & Development,16,Bachelor,Medical,Male,2,Human Resources,Divorced,27820,1,Y,19,1,13,5,13,9,9
774,High,Excellent,Low,Very High,Best,Yes,46,Travel_Rarely,Research & Development,18,Below College,Medical,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,1,28,2,7,4,3
775,Medium,Excellent,Low,Low,Best,Yes,39,Non-Travel,Research & Development,2,Master,Medical,Male,2,Manufacturing Director,Single,43810,2,Y,15,2,11,1,1,0,0
776,High,Excellent,High,Medium,Better,Yes,31,Travel_Frequently,Sales,2,Bachelor,Medical,Male,2,Sales Executive,Single,25720,1,Y,13,3,10,3,10,4,7
777,High,Excellent,Medium,Low,Better,No,45,Travel_Rarely,Sales,10,College,Marketing,Male,1,Sales Executive,Divorced,38330,2,Y,14,0,24,1,7,0,7
778,High,Excellent,Very High,Medium,Better,No,31,Travel_Rarely,Research & Development,16,Master,Life Sciences,Male,3,Human Resources,Single,42440,9,Y,13,0,8,3,3,0,2
779,High,Outstanding,Medium,Very High,Bad,Yes,31,Travel_Frequently,Research & Development,7,Master,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,Y,23,1,7,5,2,2,2
780,High,Excellent,Medium,Very High,Best,No,45,Travel_Rarely,Research & Development,1,College,Life Sciences,Female,1,Research Scientist,Married,184300,4,Y,12,1,10,5,3,1,2
781,High,Excellent,High,Low,Better,No,48,Travel_Rarely,Research & Development,24,Bachelor,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,Y,12,0,15,3,2,2,2
782,High,Excellent,Low,High,Better,Yes,34,Travel_Rarely,Research & Development,7,Master,Medical,Male,2,Research Scientist,Married,26940,1,Y,16,1,2,3,2,2,2
783,Medium,Excellent,Very High,Medium,Better,No,40,Non-Travel,Research & Development,25,Master,Other,Female,1,Sales Executive,Divorced,31490,2,Y,15,1,16,1,9,4,8
784,High,Excellent,Very High,Low,Better,No,28,Travel_Rarely,Research & Development,1,College,Technical Degree,Female,1,Research Scientist,Single,176390,0,Y,13,1,6,0,5,1,3
785,Medium,Excellent,High,High,Better,No,44,Non-Travel,Research & Development,5,Bachelor,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,Y,18,0,7,4,5,0,3
786,High,Outstanding,Very High,Medium,Good,No,53,Travel_Rarely,Research & Development,2,Master,Technical Degree,Male,2,Manager,Single,116910,4,Y,20,0,35,2,9,8,8
787,Low,Excellent,Low,High,Good,No,49,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,Y,19,0,20,2,3,1,2
788,High,Excellent,High,High,Best,No,40,Travel_Rarely,Research & Development,2,Master,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,1,8,3,3,1,2
789,Very High,Excellent,Very High,Medium,Good,No,44,Travel_Rarely,Research & Development,5,Below College,Other,Male,3,Research Scientist,Single,52280,1,Y,13,0,6,2,5,1,3
790,High,Excellent,Very High,Low,Better,No,33,Travel_Frequently,Human Resources,10,Bachelor,Medical,Female,2,Sales Executive,Married,27000,0,Y,14,3,5,2,4,0,3
791,High,Excellent,Very High,Low,Better,No,34,Travel_Rarely,Research & Development,10,Master,Life Sciences,Female,1,Sales Representative,Single,192460,3,Y,15,1,15,5,13,3,12
792,High,Outstanding,Very High,High,Good,No,30,Travel_Rarely,Sales,1,College,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,Y,22,0,4,3,2,2,2
793,High,Outstanding,Low,Very High,Better,No,42,Travel_Frequently,Research & Development,8,Master,Medical,Female,1,Sales Executive,Single,60620,1,Y,22,2,12,2,12,5,8
794,High,Excellent,Low,High,Good,No,44,Travel_Frequently,Research & Development,5,Bachelor,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,Y,16,2,11,2,1,0,0
795,High,Excellent,High,High,Good,No,30,Non-Travel,Research & Development,8,Bachelor,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,1,1,2,1,0,0
796,Medium,Excellent,Medium,High,Good,No,57,Travel_Rarely,Sales,2,Below College,Life Sciences,Male,3,Research Scientist,Married,61620,0,Y,14,0,13,5,12,2,8
797,High,Excellent,High,Medium,Better,No,49,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,Y,15,0,29,5,8,0,7
798,High,Outstanding,Medium,Low,Good,No,34,Travel_Frequently,Research & Development,2,Master,Medical,Female,2,Sales Representative,Divorced,68770,7,Y,20,0,16,3,14,6,9
799,High,Outstanding,Low,High,Best,Yes,28,Travel_Frequently,Research & Development,2,Bachelor,Medical,Male,1,Research Scientist,Married,22740,3,Y,20,1,5,5,3,1,2
